,username,talking_about_count,time
767770,PizzaHut,6631,2016-06-20 04:00:00+00
767803,Dominos,45137,2016-06-20 04:00:00+00
767946,burgerking,17500,2016-06-20 04:00:00+00
768283,wendys,43626,2016-06-21 04:00:00+00
768953,sonicdrivein,78585,2016-06-21 04:00:00+00
769174,chipotle,29294,2016-06-21 04:00:00+00
769472,Dominos,44164,2016-06-21 04:00:00+00
769725,PizzaHut,6518,2016-06-21 04:00:00+00
769855,DunkinDonuts,2009,2016-06-21 04:00:00+00
769946,McDonalds,12798,2016-06-21 04:00:00+00
769991,KFC,64490,2016-06-21 04:00:00+00
770414,tacobell,83484,2016-06-21 04:00:00+00
770745,burgerking,16845,2016-06-21 04:00:00+00
770985,sonicdrivein,78308,2016-06-22 04:00:00+00
771893,wendys,41107,2016-06-22 04:00:00+00
772363,chipotle,27753,2016-06-22 04:00:00+00
772777,burgerking,17094,2016-06-22 04:00:00+00
772885,tacobell,83484,2016-06-22 04:00:00+00
773014,KFC,67771,2016-06-22 04:00:00+00
773040,McDonalds,12834,2016-06-22 04:00:00+00
773073,DunkinDonuts,2006,2016-06-22 04:00:00+00
773112,PizzaHut,6518,2016-06-22 04:00:00+00
773198,Dominos,56865,2016-06-22 04:00:00+00
773779,burgerking,26137,2016-06-23 04:00:00+00
774107,tacobell,137370,2016-06-23 04:00:00+00
774508,KFC,72780,2016-06-23 04:00:00+00
774583,McDonalds,13042,2016-06-23 04:00:00+00
774678,DunkinDonuts,1972,2016-06-23 04:00:00+00
774796,PizzaHut,6459,2016-06-23 04:00:00+00
775054,Dominos,68243,2016-06-23 04:00:00+00
775348,chipotle,23501,2016-06-23 04:00:00+00
775452,sonicdrivein,79334,2016-06-23 04:00:00+00
776274,wendys,38161,2016-06-23 04:00:00+00
777262,wendys,35940,2016-06-24 04:00:00+00
777627,sonicdrivein,76783,2016-06-24 04:00:00+00
778413,chipotle,20515,2016-06-24 04:00:00+00
778573,tacobell,135126,2016-06-24 04:00:00+00
778613,KFC,87705,2016-06-24 04:00:00+00
778621,McDonalds,13444,2016-06-24 04:00:00+00
778629,DunkinDonuts,1998,2016-06-24 04:00:00+00
778644,PizzaHut,6459,2016-06-24 04:00:00+00
778669,Dominos,79896,2016-06-24 04:00:00+00
778779,burgerking,63394,2016-06-24 04:00:00+00
779438,burgerking,86061,2016-06-25 04:00:00+00
779571,Dominos,87222,2016-06-25 04:00:00+00
779604,PizzaHut,6353,2016-06-25 04:00:00+00
779621,DunkinDonuts,1959,2016-06-25 04:00:00+00
779629,McDonalds,13435,2016-06-25 04:00:00+00
779639,KFC,85007,2016-06-25 04:00:00+00
779690,tacobell,137606,2016-06-25 04:00:00+00
779892,chipotle,19550,2016-06-25 04:00:00+00
780870,sonicdrivein,75449,2016-06-25 04:00:00+00
781333,wendys,40093,2016-06-25 04:00:00+00
783531,burgerking,93571,2016-06-26 04:00:00+00
783620,PizzaHut,6377,2016-06-26 04:00:00+00
783622,KFC,74896,2016-06-26 04:00:00+00
783625,tacobell,133958,2016-06-26 04:00:00+00
783723,wendys,40232,2016-06-26 04:00:00+00
783991,sonicdrivein,74112,2016-06-26 04:00:00+00
784122,chipotle,17711,2016-06-26 04:00:00+00
784154,McDonalds,13740,2016-06-26 04:00:00+00
784162,Dominos,93435,2016-06-26 04:00:00+00
784389,DunkinDonuts,1887,2016-06-26 04:00:00+00
785712,wendys,41091,2016-06-27 04:00:00+00
785783,chipotle,9381,2016-06-27 04:00:00+00
785866,PizzaHut,6353,2016-06-27 04:00:00+00
785932,McDonalds,13521,2016-06-27 04:00:00+00
785957,KFC,64573,2016-06-27 04:00:00+00
786005,tacobell,131572,2016-06-27 04:00:00+00
786156,burgerking,95991,2016-06-27 04:00:00+00
786483,sonicdrivein,61946,2016-06-27 04:00:00+00
786831,Dominos,100119,2016-06-27 04:00:00+00
787428,DunkinDonuts,1860,2016-06-27 04:00:00+00
789199,wendys,44906,2016-06-28 04:00:00+00
789227,Dominos,93932,2016-06-28 04:00:00+00
789335,chipotle,39998,2016-06-28 04:00:00+00
789499,PizzaHut,6303,2016-06-28 04:00:00+00
789676,DunkinDonuts,1833,2016-06-28 04:00:00+00
789680,KFC,57927,2016-06-28 04:00:00+00
789774,tacobell,129032,2016-06-28 04:00:00+00
789915,McDonalds,13501,2016-06-28 04:00:00+00
790078,burgerking,99408,2016-06-28 04:00:00+00
790734,sonicdrivein,49282,2016-06-28 04:00:00+00
790909,burgerking,101268,2016-06-29 04:00:00+00
791688,DunkinDonuts,1828,2016-06-29 04:00:00+00
792477,sonicdrivein,46305,2016-06-29 04:00:00+00
792878,tacobell,98570,2016-06-29 04:00:00+00
792912,KFC,50358,2016-06-29 04:00:00+00
792986,PizzaHut,6215,2016-06-29 04:00:00+00
793058,chipotle,78126,2016-06-29 04:00:00+00
793109,wendys,53972,2016-06-29 04:00:00+00
793547,Dominos,87934,2016-06-29 04:00:00+00
793630,McDonalds,13193,2016-06-29 04:00:00+00
793659,Dominos,79856,2016-06-30 04:00:00+00
793976,chipotle,92460,2016-06-30 04:00:00+00
794671,PizzaHut,6191,2016-06-30 04:00:00+00
794733,McDonalds,13314,2016-06-30 04:00:00+00
794864,burgerking,89834,2016-06-30 04:00:00+00
795327,tacobell,46059,2016-06-30 04:00:00+00
795529,sonicdrivein,40033,2016-06-30 04:00:00+00
795542,DunkinDonuts,1828,2016-06-30 04:00:00+00
795806,wendys,60734,2016-06-30 04:00:00+00
795956,KFC,36393,2016-06-30 04:00:00+00
796932,burgerking,163703,2016-07-01 04:00:00+00
797047,tacobell,36804,2016-07-01 04:00:00+00
797118,sonicdrivein,34264,2016-07-01 04:00:00+00
797257,KFC,28786,2016-07-01 04:00:00+00
797759,McDonalds,13643,2016-07-01 04:00:00+00
797776,PizzaHut,6152,2016-07-01 04:00:00+00
798273,chipotle,100660,2016-07-01 04:00:00+00
798376,Dominos,75467,2016-07-01 04:00:00+00
798611,wendys,63076,2016-07-01 04:00:00+00
798668,DunkinDonuts,1811,2016-07-01 04:00:00+00
799863,KFC,33073,2016-07-02 04:00:00+00
799985,wendys,61077,2016-07-02 04:00:00+00
800102,DunkinDonuts,1803,2016-07-02 04:00:00+00
800282,sonicdrivein,32383,2016-07-02 04:00:00+00
800519,tacobell,34080,2016-07-02 04:00:00+00
801076,burgerking,283295,2016-07-02 04:00:00+00
801140,PizzaHut,6281,2016-07-02 04:00:00+00
801588,McDonalds,13230,2016-07-02 04:00:00+00
801851,chipotle,107106,2016-07-02 04:00:00+00
802152,Dominos,68231,2016-07-02 04:00:00+00
802305,burgerking,349848,2016-07-03 04:00:00+00
802955,DunkinDonuts,1815,2016-07-03 04:00:00+00
803965,wendys,60591,2016-07-03 04:00:00+00
804088,Dominos,64316,2016-07-03 04:00:00+00
804139,chipotle,109278,2016-07-03 04:00:00+00
804380,PizzaHut,6281,2016-07-03 04:00:00+00
804483,McDonalds,13232,2016-07-03 04:00:00+00
804634,KFC,40629,2016-07-03 04:00:00+00
804705,sonicdrivein,31829,2016-07-03 04:00:00+00
804743,tacobell,32007,2016-07-03 04:00:00+00
805141,burgerking,376770,2016-07-04 04:00:00+00
805772,wendys,56540,2016-07-04 04:00:00+00
805873,DunkinDonuts,1852,2016-07-04 04:00:00+00
806006,Dominos,59567,2016-07-04 04:00:00+00
806099,chipotle,110533,2016-07-04 04:00:00+00
806580,PizzaHut,6412,2016-07-04 04:00:00+00
806893,McDonalds,13707,2016-07-04 04:00:00+00
807099,KFC,45698,2016-07-04 04:00:00+00
807238,sonicdrivein,30859,2016-07-04 04:00:00+00
807318,tacobell,28672,2016-07-04 04:00:00+00
808123,KFC,53723,2016-07-05 04:00:00+00
808160,Dominos,58083,2016-07-05 04:00:00+00
808388,PizzaHut,6701,2016-07-05 04:00:00+00
808622,McDonalds,13828,2016-07-05 04:00:00+00
809315,chipotle,72572,2016-07-05 04:00:00+00
809346,tacobell,28129,2016-07-05 04:00:00+00
809430,wendys,58523,2016-07-05 04:00:00+00
809501,DunkinDonuts,1791,2016-07-05 04:00:00+00
809577,sonicdrivein,28636,2016-07-05 04:00:00+00
809869,burgerking,375217,2016-07-05 04:00:00+00
810789,wendys,77732,2016-07-06 04:00:00+00
810961,DunkinDonuts,1813,2016-07-06 04:00:00+00
811081,Dominos,63353,2016-07-06 04:00:00+00
811214,chipotle,42263,2016-07-06 04:00:00+00
811853,PizzaHut,6751,2016-07-06 04:00:00+00
812416,McDonalds,13880,2016-07-06 04:00:00+00
812527,KFC,66062,2016-07-06 04:00:00+00
812923,burgerking,375490,2016-07-06 04:00:00+00
813017,sonicdrivein,26012,2016-07-06 04:00:00+00
813418,tacobell,27569,2016-07-06 04:00:00+00
814510,wendys,81350,2016-07-07 04:00:00+00
814582,burgerking,376249,2016-07-07 04:00:00+00
814751,sonicdrivein,24651,2016-07-07 04:00:00+00
815069,chipotle,50060,2016-07-07 04:00:00+00
815114,tacobell,33879,2016-07-07 04:00:00+00
815882,PizzaHut,6676,2016-07-07 04:00:00+00
815925,McDonalds,14100,2016-07-07 04:00:00+00
816133,Dominos,68957,2016-07-07 04:00:00+00
816134,KFC,66575,2016-07-07 04:00:00+00
816412,DunkinDonuts,1845,2016-07-07 04:00:00+00
816822,DunkinDonuts,1784,2016-07-08 04:00:00+00
817516,Dominos,73856,2016-07-08 04:00:00+00
817861,sonicdrivein,25381,2016-07-08 04:00:00+00
818209,burgerking,239237,2016-07-08 04:00:00+00
818355,tacobell,41247,2016-07-08 04:00:00+00
818357,McDonalds,14046,2016-07-08 04:00:00+00
818400,KFC,63420,2016-07-08 04:00:00+00
818480,PizzaHut,6711,2016-07-08 04:00:00+00
818567,chipotle,176303,2016-07-08 04:00:00+00
818620,wendys,82227,2016-07-08 04:00:00+00
819368,burgerking,97108,2016-07-09 04:00:00+00
819620,PizzaHut,6711,2016-07-09 04:00:00+00
819683,sonicdrivein,23742,2016-07-09 04:00:00+00
819843,DunkinDonuts,1803,2016-07-09 04:00:00+00
820464,KFC,56865,2016-07-09 04:00:00+00
820852,chipotle,312167,2016-07-09 04:00:00+00
821002,McDonalds,13809,2016-07-09 04:00:00+00
821086,Dominos,77967,2016-07-09 04:00:00+00
821567,wendys,82483,2016-07-09 04:00:00+00
821961,tacobell,48726,2016-07-09 04:00:00+00
822791,tacobell,54844,2016-07-10 04:00:00+00
822940,sonicdrivein,22732,2016-07-10 04:00:00+00
823128,KFC,50146,2016-07-10 04:00:00+00
823282,burgerking,37853,2016-07-10 04:00:00+00
823721,PizzaHut,6374,2016-07-10 04:00:00+00
823785,DunkinDonuts,1818,2016-07-10 04:00:00+00
824184,McDonalds,13673,2016-07-10 04:00:00+00
824327,chipotle,403016,2016-07-10 04:00:00+00
824442,Dominos,80482,2016-07-10 04:00:00+00
824683,wendys,87312,2016-07-10 04:00:00+00
825120,McDonalds,13627,2016-07-11 04:00:00+00
825248,tacobell,61974,2016-07-11 04:00:00+00
825293,sonicdrivein,21721,2016-07-11 04:00:00+00
825365,KFC,50574,2016-07-11 04:00:00+00
825599,PizzaHut,6508,2016-07-11 04:00:00+00
825847,chipotle,461349,2016-07-11 04:00:00+00
825893,Dominos,84080,2016-07-11 04:00:00+00
825985,wendys,89515,2016-07-11 04:00:00+00
827143,DunkinDonuts,1818,2016-07-11 04:00:00+00
827758,burgerking,20071,2016-07-11 04:00:00+00
827822,burgerking,19681,2016-07-12 04:00:00+00
828639,KFC,39296,2016-07-12 04:00:00+00
828971,McDonalds,13233,2016-07-12 04:00:00+00
829007,sonicdrivein,19665,2016-07-12 04:00:00+00
829256,Dominos,82986,2016-07-12 04:00:00+00
829272,tacobell,69054,2016-07-12 04:00:00+00
829759,wendys,77358,2016-07-12 04:00:00+00
829796,DunkinDonuts,1880,2016-07-12 04:00:00+00
829934,PizzaHut,6704,2016-07-12 04:00:00+00
830041,chipotle,491576,2016-07-12 04:00:00+00
830962,wendys,52825,2016-07-13 04:00:00+00
831187,Dominos,124918,2016-07-13 04:00:00+00
831286,chipotle,503947,2016-07-13 04:00:00+00
831891,PizzaHut,6657,2016-07-13 04:00:00+00
831897,DunkinDonuts,1900,2016-07-13 04:00:00+00
831957,burgerking,18551,2016-07-13 04:00:00+00
832498,KFC,32681,2016-07-13 04:00:00+00
832678,sonicdrivein,17395,2016-07-13 04:00:00+00
832817,McDonalds,13159,2016-07-13 04:00:00+00
832833,tacobell,65132,2016-07-13 04:00:00+00
833578,wendys,59298,2016-07-14 04:00:00+00
834997,tacobell,60979,2016-07-14 04:00:00+00
835022,KFC,27111,2016-07-14 04:00:00+00
835070,PizzaHut,6663,2016-07-14 04:00:00+00
835468,Dominos,168988,2016-07-14 04:00:00+00
835526,McDonalds,13309,2016-07-14 04:00:00+00
835793,chipotle,488052,2016-07-14 04:00:00+00
835938,sonicdrivein,14569,2016-07-14 04:00:00+00
836164,DunkinDonuts,1872,2016-07-14 04:00:00+00
836330,burgerking,18404,2016-07-14 04:00:00+00
836560,wendys,70925,2016-07-15 04:00:00+00
836647,Dominos,191977,2016-07-15 04:00:00+00
836978,chipotle,360205,2016-07-15 04:00:00+00
837390,PizzaHut,6855,2016-07-15 04:00:00+00
837542,tacobell,63449,2016-07-15 04:00:00+00
837778,KFC,24863,2016-07-15 04:00:00+00
837919,DunkinDonuts,1835,2016-07-15 04:00:00+00
837946,sonicdrivein,9818,2016-07-15 04:00:00+00
838608,burgerking,18578,2016-07-15 04:00:00+00
838812,McDonalds,12832,2016-07-15 04:00:00+00
840162,McDonalds,12732,2016-07-16 04:00:00+00
840230,wendys,76458,2016-07-16 04:00:00+00
840246,Dominos,237733,2016-07-16 04:00:00+00
840362,chipotle,244989,2016-07-16 04:00:00+00
840380,burgerking,18567,2016-07-16 04:00:00+00
840502,PizzaHut,6966,2016-07-16 04:00:00+00
840628,KFC,26426,2016-07-16 04:00:00+00
840708,tacobell,73059,2016-07-16 04:00:00+00
841525,sonicdrivein,8822,2016-07-16 04:00:00+00
841526,DunkinDonuts,1845,2016-07-16 04:00:00+00
843259,DunkinDonuts,1850,2016-07-17 04:00:00+00
843317,sonicdrivein,6803,2016-07-17 04:00:00+00
843478,KFC,24459,2016-07-17 04:00:00+00
843694,burgerking,18244,2016-07-17 04:00:00+00
843714,tacobell,75436,2016-07-17 04:00:00+00
843861,PizzaHut,6966,2016-07-17 04:00:00+00
844276,chipotle,159609,2016-07-17 04:00:00+00
844620,Dominos,249134,2016-07-17 04:00:00+00
844656,wendys,84357,2016-07-17 04:00:00+00
844758,McDonalds,12774,2016-07-17 04:00:00+00
844909,McDonalds,13072,2016-07-18 04:00:00+00
844992,Dominos,266625,2016-07-18 04:00:00+00
845426,wendys,92757,2016-07-18 04:00:00+00
845482,chipotle,119210,2016-07-18 04:00:00+00
845552,PizzaHut,6916,2016-07-18 04:00:00+00
845615,KFC,16540,2016-07-18 04:00:00+00
845654,tacobell,81754,2016-07-18 04:00:00+00
846063,sonicdrivein,4991,2016-07-18 04:00:00+00
847002,DunkinDonuts,1799,2016-07-18 04:00:00+00
847594,burgerking,17867,2016-07-18 04:00:00+00
848285,sonicdrivein,6070,2016-07-19 04:00:00+00
848347,DunkinDonuts,1721,2016-07-19 04:00:00+00
848522,McDonalds,13443,2016-07-19 04:00:00+00
849109,tacobell,91675,2016-07-19 04:00:00+00
849178,KFC,17250,2016-07-19 04:00:00+00
849307,PizzaHut,6916,2016-07-19 04:00:00+00
849439,chipotle,102281,2016-07-19 04:00:00+00
849544,wendys,98539,2016-07-19 04:00:00+00
849614,Dominos,224568,2016-07-19 04:00:00+00
850585,burgerking,17833,2016-07-19 04:00:00+00
850888,burgerking,17076,2016-07-20 04:00:00+00
851109,PizzaHut,6631,2016-07-20 04:00:00+00
851648,chipotle,97591,2016-07-20 04:00:00+00
851657,wendys,100958,2016-07-20 04:00:00+00
851663,sonicdrivein,6099,2016-07-20 04:00:00+00
851895,DunkinDonuts,1770,2016-07-20 04:00:00+00
852350,Dominos,180670,2016-07-20 04:00:00+00
852646,McDonalds,13362,2016-07-20 04:00:00+00
853311,tacobell,96242,2016-07-20 04:00:00+00
853443,KFC,19497,2016-07-20 04:00:00+00
853483,DunkinDonuts,1698,2016-07-21 04:00:00+00
854473,Dominos,148716,2016-07-21 04:00:00+00
854501,McDonalds,12601,2016-07-21 04:00:00+00
854640,chipotle,70632,2016-07-21 04:00:00+00
855015,burgerking,19493,2016-07-21 04:00:00+00
855191,sonicdrivein,6438,2016-07-21 04:00:00+00
855586,PizzaHut,6370,2016-07-21 04:00:00+00
855611,KFC,19488,2016-07-21 04:00:00+00
855621,tacobell,91765,2016-07-21 04:00:00+00
856270,wendys,88547,2016-07-21 04:00:00+00
856510,chipotle,70644,2016-07-22 04:00:00+00
856586,Dominos,121527,2016-07-22 04:00:00+00
856588,PizzaHut,6167,2016-07-22 04:00:00+00
856781,burgerking,69114,2016-07-22 04:00:00+00
857495,McDonalds,12919,2016-07-22 04:00:00+00
857733,tacobell,80852,2016-07-22 04:00:00+00
857840,DunkinDonuts,1938,2016-07-22 04:00:00+00
858108,wendys,83639,2016-07-22 04:00:00+00
858464,sonicdrivein,8286,2016-07-22 04:00:00+00
858944,KFC,24798,2016-07-22 04:00:00+00
859230,sonicdrivein,8619,2016-07-23 04:00:00+00
859448,KFC,37992,2016-07-23 04:00:00+00
859629,tacobell,73742,2016-07-23 04:00:00+00
859756,wendys,89060,2016-07-23 04:00:00+00
860256,Dominos,104646,2016-07-23 04:00:00+00
860494,McDonalds,12492,2016-07-23 04:00:00+00
860781,DunkinDonuts,1818,2016-07-23 04:00:00+00
860891,burgerking,184368,2016-07-23 04:00:00+00
860951,PizzaHut,6222,2016-07-23 04:00:00+00
861889,chipotle,70957,2016-07-23 04:00:00+00
862716,sonicdrivein,8816,2016-07-24 04:00:00+00
863019,wendys,95896,2016-07-24 04:00:00+00
863417,tacobell,70319,2016-07-24 04:00:00+00
863647,McDonalds,12148,2016-07-24 04:00:00+00
864008,DunkinDonuts,4578,2016-07-24 04:00:00+00
864378,Dominos,92305,2016-07-24 04:00:00+00
864397,burgerking,223151,2016-07-24 04:00:00+00
864572,PizzaHut,6415,2016-07-24 04:00:00+00
864757,chipotle,71843,2016-07-24 04:00:00+00
864805,KFC,56404,2016-07-24 04:00:00+00
865945,sonicdrivein,8644,2016-07-25 04:00:00+00
866323,chipotle,72558,2016-07-25 04:00:00+00
866814,burgerking,224889,2016-07-25 04:00:00+00
867017,McDonalds,11568,2016-07-25 04:00:00+00
867142,Dominos,77397,2016-07-25 04:00:00+00
867211,DunkinDonuts,5220,2016-07-25 04:00:00+00
867387,wendys,101632,2016-07-25 04:00:00+00
867456,tacobell,68832,2016-07-25 04:00:00+00
867495,KFC,84907,2016-07-25 04:00:00+00
867583,PizzaHut,6254,2016-07-25 04:00:00+00
868384,burgerking,225199,2016-07-26 04:00:00+00
868410,PizzaHut,6635,2016-07-26 04:00:00+00
868664,tacobell,64733,2016-07-26 04:00:00+00
868933,wendys,105268,2016-07-26 04:00:00+00
869411,chipotle,71228,2016-07-26 04:00:00+00
869602,DunkinDonuts,5531,2016-07-26 04:00:00+00
869911,Dominos,73541,2016-07-26 04:00:00+00
870225,sonicdrivein,47553,2016-07-26 04:00:00+00
870386,KFC,91910,2016-07-26 04:00:00+00
870397,McDonalds,12009,2016-07-26 04:00:00+00
870654,chipotle,70668,2016-07-27 04:00:00+00
871612,PizzaHut,6509,2016-07-27 04:00:00+00
871623,burgerking,225568,2016-07-27 04:00:00+00
872044,McDonalds,12524,2016-07-27 04:00:00+00
872288,Dominos,63778,2016-07-27 04:00:00+00
872615,DunkinDonuts,5854,2016-07-27 04:00:00+00
872769,wendys,111400,2016-07-27 04:00:00+00
872908,tacobell,63954,2016-07-27 04:00:00+00
873060,KFC,92826,2016-07-27 04:00:00+00
873313,sonicdrivein,89084,2016-07-27 04:00:00+00
873737,wendys,111671,2016-07-28 04:00:00+00
874300,tacobell,56793,2016-07-28 04:00:00+00
874559,KFC,90947,2016-07-28 04:00:00+00
874798,PizzaHut,6205,2016-07-28 04:00:00+00
874843,burgerking,226021,2016-07-28 04:00:00+00
875044,chipotle,67687,2016-07-28 04:00:00+00
875256,McDonalds,12506,2016-07-28 04:00:00+00
875642,Dominos,57608,2016-07-28 04:00:00+00
875755,DunkinDonuts,5813,2016-07-28 04:00:00+00
876116,sonicdrivein,130716,2016-07-28 04:00:00+00
876358,KFC,86271,2016-07-29 04:00:00+00
876402,McDonalds,12665,2016-07-29 04:00:00+00
876438,sonicdrivein,132322,2016-07-29 04:00:00+00
876890,Dominos,51166,2016-07-29 04:00:00+00
877386,chipotle,64205,2016-07-29 04:00:00+00
877564,DunkinDonuts,5781,2016-07-29 04:00:00+00
877837,wendys,111849,2016-07-29 04:00:00+00
878131,tacobell,54815,2016-07-29 04:00:00+00
878374,PizzaHut,6149,2016-07-29 04:00:00+00
878376,burgerking,123378,2016-07-29 04:00:00+00
879138,burgerking,46374,2016-07-30 04:00:00+00
879522,sonicdrivein,132776,2016-07-30 04:00:00+00
879667,chipotle,63189,2016-07-30 04:00:00+00
879931,McDonalds,12614,2016-07-30 04:00:00+00
879976,Dominos,43086,2016-07-30 04:00:00+00
880391,PizzaHut,6149,2016-07-30 04:00:00+00
880442,KFC,76554,2016-07-30 04:00:00+00
880466,tacobell,61127,2016-07-30 04:00:00+00
881885,wendys,113508,2016-07-30 04:00:00+00
881887,DunkinDonuts,3178,2016-07-30 04:00:00+00
882074,McDonalds,12487,2016-07-31 04:00:00+00
882379,PizzaHut,5653,2016-07-31 04:00:00+00
882483,Dominos,34986,2016-07-31 04:00:00+00
883196,KFC,58024,2016-07-31 04:00:00+00
883314,chipotle,66506,2016-07-31 04:00:00+00
883440,tacobell,63623,2016-07-31 04:00:00+00
883761,burgerking,22680,2016-07-31 04:00:00+00
884021,wendys,103589,2016-07-31 04:00:00+00
884449,sonicdrivein,132895,2016-07-31 04:00:00+00
884477,DunkinDonuts,2761,2016-07-31 04:00:00+00
884981,DunkinDonuts,2577,2016-08-01 04:00:00+00
885025,tacobell,57858,2016-08-01 04:00:00+00
885052,McDonalds,12746,2016-08-01 04:00:00+00
885112,sonicdrivein,132339,2016-08-01 04:00:00+00
885512,PizzaHut,5466,2016-08-01 04:00:00+00
885898,Dominos,28787,2016-08-01 04:00:00+00
886298,burgerking,21432,2016-08-01 04:00:00+00
887276,KFC,35779,2016-08-01 04:00:00+00
887385,wendys,97695,2016-08-01 04:00:00+00
887471,chipotle,63211,2016-08-01 04:00:00+00
888069,KFC,32508,2016-08-02 04:00:00+00
888151,tacobell,54954,2016-08-02 04:00:00+00
888350,wendys,87893,2016-08-02 04:00:00+00
888486,DunkinDonuts,1933,2016-08-02 04:00:00+00
888792,Dominos,28489,2016-08-02 04:00:00+00
889002,McDonalds,12992,2016-08-02 04:00:00+00
889613,burgerking,21290,2016-08-02 04:00:00+00
890300,sonicdrivein,91296,2016-08-02 04:00:00+00
890405,chipotle,61374,2016-08-02 04:00:00+00
890466,PizzaHut,5721,2016-08-02 04:00:00+00
890851,burgerking,19492,2016-08-03 04:00:00+00
891241,PizzaHut,5972,2016-08-03 04:00:00+00
891334,KFC,29964,2016-08-03 04:00:00+00
891575,chipotle,61381,2016-08-03 04:00:00+00
891606,tacobell,54224,2016-08-03 04:00:00+00
891976,McDonalds,12768,2016-08-03 04:00:00+00
892177,DunkinDonuts,1806,2016-08-03 04:00:00+00
892195,Dominos,28090,2016-08-03 04:00:00+00
892723,wendys,77373,2016-08-03 04:00:00+00
893275,sonicdrivein,50194,2016-08-03 04:00:00+00
893661,sonicdrivein,7665,2016-08-04 04:00:00+00
893923,DunkinDonuts,1746,2016-08-04 04:00:00+00
894098,wendys,72971,2016-08-04 04:00:00+00
894437,burgerking,19479,2016-08-04 04:00:00+00
894683,tacobell,55030,2016-08-04 04:00:00+00
894930,chipotle,62659,2016-08-04 04:00:00+00
894999,KFC,28540,2016-08-04 04:00:00+00
895664,Dominos,28151,2016-08-04 04:00:00+00
896028,PizzaHut,6003,2016-08-04 04:00:00+00
