,username,talking_about_count,time
1434737,KFC,14326,2017-01-17 05:00:00+00
1435075,tacobell,141659,2017-01-17 05:00:00+00
1435219,chipotle,10181,2017-01-17 05:00:00+00
1435317,Starbucks,484462,2017-01-17 05:00:00+00
1435486,burgerking,8784,2017-01-17 05:00:00+00
1436102,McDonalds,12926,2017-01-17 05:00:00+00
1436238,Dominos,106440,2017-01-17 05:00:00+00
1437170,Starbucks,452023,2017-01-18 05:00:00+00
1437208,DunkinDonuts,1518,2017-01-18 05:00:00+00
1437378,Dominos,93697,2017-01-18 05:00:00+00
1437392,McDonalds,13207,2017-01-18 05:00:00+00
1437494,chipotle,9889,2017-01-18 05:00:00+00
1437859,sonicdrivein,10077,2017-01-18 05:00:00+00
1438621,wendys,39366,2017-01-18 05:00:00+00
1438904,tacobell,141398,2017-01-18 05:00:00+00
1438910,KFC,10359,2017-01-18 05:00:00+00
1438923,PizzaHut,4969,2017-01-18 05:00:00+00
1439174,burgerking,8308,2017-01-18 05:00:00+00
1441237,Starbucks,356420,2017-01-19 05:00:00+00
1441366,wendys,37746,2017-01-19 05:00:00+00
1441789,DunkinDonuts,1630,2017-01-19 05:00:00+00
1442425,burgerking,10902,2017-01-19 05:00:00+00
1443342,PizzaHut,5183,2017-01-19 05:00:00+00
1443507,KFC,8107,2017-01-19 05:00:00+00
1443600,tacobell,86308,2017-01-19 05:00:00+00
1444178,Dominos,78181,2017-01-19 05:00:00+00
1444366,McDonalds,13616,2017-01-19 05:00:00+00
1444552,chipotle,11966,2017-01-19 05:00:00+00
1444563,sonicdrivein,5673,2017-01-19 05:00:00+00
1445356,chipotle,14025,2017-01-20 05:00:00+00
1446019,wendys,37489,2017-01-20 05:00:00+00
1446284,burgerking,12085,2017-01-20 05:00:00+00
1446820,sonicdrivein,4635,2017-01-20 05:00:00+00
1447097,Starbucks,279388,2017-01-20 05:00:00+00
1447375,DunkinDonuts,1850,2017-01-20 05:00:00+00
1448154,PizzaHut,5203,2017-01-20 05:00:00+00
1448237,KFC,9014,2017-01-20 05:00:00+00
1448284,tacobell,48719,2017-01-20 05:00:00+00
1448571,Dominos,67165,2017-01-20 05:00:00+00
1448703,McDonalds,13067,2017-01-20 05:00:00+00
1449618,burgerking,12174,2017-01-21 05:00:00+00
1450026,Starbucks,210075,2017-01-21 05:00:00+00
1450163,DunkinDonuts,1865,2017-01-21 05:00:00+00
1450554,PizzaHut,4913,2017-01-21 05:00:00+00
1450596,KFC,8918,2017-01-21 05:00:00+00
1450618,tacobell,21501,2017-01-21 05:00:00+00
1450762,Dominos,55251,2017-01-21 05:00:00+00
1450823,McDonalds,13067,2017-01-21 05:00:00+00
1451181,chipotle,14885,2017-01-21 05:00:00+00
1451667,wendys,34688,2017-01-21 05:00:00+00
1452471,sonicdrivein,4859,2017-01-21 05:00:00+00
1453190,McDonalds,12645,2017-01-22 05:00:00+00
1453299,Dominos,45008,2017-01-22 05:00:00+00
1453577,tacobell,19977,2017-01-22 05:00:00+00
1453623,KFC,9424,2017-01-22 05:00:00+00
1453702,PizzaHut,4645,2017-01-22 05:00:00+00
1454499,DunkinDonuts,1905,2017-01-22 05:00:00+00
1454772,Starbucks,143171,2017-01-22 05:00:00+00
1455052,sonicdrivein,5703,2017-01-22 05:00:00+00
1455591,burgerking,12034,2017-01-22 05:00:00+00
1455889,wendys,32646,2017-01-22 05:00:00+00
1456522,chipotle,15627,2017-01-22 05:00:00+00
1457322,burgerking,12145,2017-01-23 05:00:00+00
1457740,PizzaHut,4460,2017-01-23 05:00:00+00
1457758,KFC,9569,2017-01-23 05:00:00+00
1457768,tacobell,19659,2017-01-23 05:00:00+00
1458235,wendys,30979,2017-01-23 05:00:00+00
1459487,sonicdrivein,5853,2017-01-23 05:00:00+00
1460059,chipotle,16512,2017-01-23 05:00:00+00
1460217,McDonalds,9938,2017-01-23 05:00:00+00
1460243,Dominos,36862,2017-01-23 05:00:00+00
1460507,DunkinDonuts,1850,2017-01-23 05:00:00+00
1460567,Starbucks,78768,2017-01-23 05:00:00+00
1461523,chipotle,17553,2017-01-24 05:00:00+00
1462256,wendys,29465,2017-01-24 05:00:00+00
1462468,burgerking,11994,2017-01-24 05:00:00+00
1463059,sonicdrivein,5660,2017-01-24 05:00:00+00
1463286,Starbucks,73018,2017-01-24 05:00:00+00
1463569,DunkinDonuts,1828,2017-01-24 05:00:00+00
1464347,PizzaHut,4382,2017-01-24 05:00:00+00
1464424,KFC,10585,2017-01-24 05:00:00+00
1464480,tacobell,19245,2017-01-24 05:00:00+00
1464755,Dominos,48462,2017-01-24 05:00:00+00
1464874,McDonalds,9819,2017-01-24 05:00:00+00
1465617,sonicdrivein,5014,2017-01-25 05:00:00+00
1466423,wendys,28284,2017-01-25 05:00:00+00
1466908,chipotle,25145,2017-01-25 05:00:00+00
1467266,McDonalds,9136,2017-01-25 05:00:00+00
1467323,Dominos,69385,2017-01-25 05:00:00+00
1467461,tacobell,22932,2017-01-25 05:00:00+00
1467487,KFC,9990,2017-01-25 05:00:00+00
1467527,PizzaHut,4165,2017-01-25 05:00:00+00
1467920,DunkinDonuts,1730,2017-01-25 05:00:00+00
1468056,Starbucks,93785,2017-01-25 05:00:00+00
1468473,burgerking,12473,2017-01-25 05:00:00+00
1469433,McDonalds,8400,2017-01-26 05:00:00+00
1469550,Dominos,84215,2017-01-26 05:00:00+00
1469831,tacobell,27290,2017-01-26 05:00:00+00
1469878,KFC,9781,2017-01-26 05:00:00+00
1469957,PizzaHut,3802,2017-01-26 05:00:00+00
1470753,DunkinDonuts,1462,2017-01-26 05:00:00+00
1471022,Starbucks,131072,2017-01-26 05:00:00+00
1471252,sonicdrivein,4891,2017-01-26 05:00:00+00
1471855,burgerking,9990,2017-01-26 05:00:00+00
1472059,wendys,27582,2017-01-26 05:00:00+00
1472787,chipotle,31033,2017-01-26 05:00:00+00
1473381,sonicdrivein,4734,2017-01-27 05:00:00+00
1473762,McDonalds,8348,2017-01-27 05:00:00+00
1473968,chipotle,35155,2017-01-27 05:00:00+00
1473989,Dominos,97582,2017-01-27 05:00:00+00
1474545,tacobell,58372,2017-01-27 05:00:00+00
1474645,KFC,12673,2017-01-27 05:00:00+00
1474805,PizzaHut,3776,2017-01-27 05:00:00+00
1475812,burgerking,9202,2017-01-27 05:00:00+00
1476391,DunkinDonuts,1414,2017-01-27 05:00:00+00
1476611,wendys,26536,2017-01-27 05:00:00+00
1476931,Starbucks,178219,2017-01-27 05:00:00+00
1477431,Starbucks,229429,2017-01-28 05:00:00+00
1479845,burgerking,9137,2017-01-28 05:00:00+00
1480016,PizzaHut,3732,2017-01-28 05:00:00+00
1480023,KFC,15911,2017-01-28 05:00:00+00
1480028,tacobell,98164,2017-01-28 05:00:00+00
1480220,wendys,25308,2017-01-28 05:00:00+00
1480735,sonicdrivein,4674,2017-01-28 05:00:00+00
1480981,chipotle,40388,2017-01-28 05:00:00+00
1481046,McDonalds,9129,2017-01-28 05:00:00+00
1481058,Dominos,106173,2017-01-28 05:00:00+00
1481173,DunkinDonuts,1422,2017-01-28 05:00:00+00
1482439,Starbucks,295549,2017-01-29 05:00:00+00
1482560,DunkinDonuts,1436,2017-01-29 05:00:00+00
1483129,Dominos,115901,2017-01-29 05:00:00+00
1483190,McDonalds,9110,2017-01-29 05:00:00+00
1483510,chipotle,44359,2017-01-29 05:00:00+00
1483758,burgerking,9621,2017-01-29 05:00:00+00
1484401,PizzaHut,3259,2017-01-29 05:00:00+00
1484428,KFC,16603,2017-01-29 05:00:00+00
1484446,tacobell,125049,2017-01-29 05:00:00+00
1484733,sonicdrivein,4046,2017-01-29 05:00:00+00
1485152,wendys,24676,2017-01-29 05:00:00+00
1485817,Dominos,121979,2017-01-30 05:00:00+00
1485883,chipotle,46569,2017-01-30 05:00:00+00
1486529,McDonalds,9195,2017-01-30 05:00:00+00
1487008,sonicdrivein,4075,2017-01-30 05:00:00+00
1487370,burgerking,11557,2017-01-30 05:00:00+00
1487969,PizzaHut,3299,2017-01-30 05:00:00+00
1488232,KFC,17531,2017-01-30 05:00:00+00
1488409,tacobell,144592,2017-01-30 05:00:00+00
1488609,Starbucks,338310,2017-01-30 05:00:00+00
1488778,wendys,23046,2017-01-30 05:00:00+00
1488974,DunkinDonuts,1460,2017-01-30 05:00:00+00
1490125,Dominos,114506,2017-01-31 05:00:00+00
1490217,McDonalds,10663,2017-01-31 05:00:00+00
1490273,sonicdrivein,12700,2017-01-31 05:00:00+00
1490695,chipotle,49625,2017-01-31 05:00:00+00
1491064,burgerking,11664,2017-01-31 05:00:00+00
1492875,PizzaHut,3269,2017-01-31 05:00:00+00
1492993,KFC,18137,2017-01-31 05:00:00+00
1493077,tacobell,164137,2017-01-31 05:00:00+00
1493174,Starbucks,374605,2017-01-31 05:00:00+00
1493273,wendys,20283,2017-01-31 05:00:00+00
1493361,DunkinDonuts,1518,2017-01-31 05:00:00+00
1494052,Starbucks,373218,2017-02-01 05:00:00+00
1494098,DunkinDonuts,1601,2017-02-01 05:00:00+00
1494312,Dominos,117638,2017-02-01 05:00:00+00
1494334,McDonalds,10827,2017-02-01 05:00:00+00
1494454,chipotle,41361,2017-02-01 05:00:00+00
1494913,sonicdrivein,33376,2017-02-01 05:00:00+00
1495874,wendys,17087,2017-02-01 05:00:00+00
1496225,tacobell,182636,2017-02-01 05:00:00+00
1496235,KFC,16007,2017-02-01 05:00:00+00
1496250,PizzaHut,3289,2017-02-01 05:00:00+00
1496569,burgerking,11338,2017-02-01 05:00:00+00
1497787,Starbucks,322527,2017-02-02 05:00:00+00
1498259,McDonalds,10594,2017-02-02 05:00:00+00
1498301,DunkinDonuts,1617,2017-02-02 05:00:00+00
1498371,Dominos,116645,2017-02-02 05:00:00+00
1499257,sonicdrivein,80220,2017-02-02 05:00:00+00
1499824,tacobell,206076,2017-02-02 05:00:00+00
1499865,KFC,16007,2017-02-02 05:00:00+00
1499919,PizzaHut,3289,2017-02-02 05:00:00+00
1500436,wendys,17762,2017-02-02 05:00:00+00
1501206,burgerking,13065,2017-02-02 05:00:00+00
1501709,chipotle,36504,2017-02-02 05:00:00+00
1501909,Starbucks,268833,2017-02-03 05:00:00+00
1501971,tacobell,195273,2017-02-03 05:00:00+00
1502140,KFC,15167,2017-02-03 05:00:00+00
1502370,PizzaHut,3334,2017-02-03 05:00:00+00
1502399,chipotle,35118,2017-02-03 05:00:00+00
1502860,McDonalds,9975,2017-02-03 05:00:00+00
1502921,DunkinDonuts,1716,2017-02-03 05:00:00+00
1503082,Dominos,121198,2017-02-03 05:00:00+00
1504417,wendys,32856,2017-02-03 05:00:00+00
1504857,sonicdrivein,89998,2017-02-03 05:00:00+00
1505035,burgerking,12927,2017-02-03 05:00:00+00
1506257,wendys,46865,2017-02-04 05:00:00+00
1506679,sonicdrivein,90689,2017-02-04 05:00:00+00
1506958,tacobell,168757,2017-02-04 05:00:00+00
1506978,KFC,16839,2017-02-04 05:00:00+00
1507009,PizzaHut,3345,2017-02-04 05:00:00+00
1507653,burgerking,13642,2017-02-04 05:00:00+00
1507903,chipotle,32157,2017-02-04 05:00:00+00
1508220,McDonalds,10444,2017-02-04 05:00:00+00
1508275,Dominos,130155,2017-02-04 05:00:00+00
1508848,DunkinDonuts,1604,2017-02-04 05:00:00+00
1508976,Starbucks,304305,2017-02-04 05:00:00+00
1510134,chipotle,30601,2017-02-05 05:00:00+00
1510626,burgerking,11608,2017-02-05 05:00:00+00
1511387,wendys,55763,2017-02-05 05:00:00+00
1511916,PizzaHut,3299,2017-02-05 05:00:00+00
1511973,KFC,25176,2017-02-05 05:00:00+00
1512010,tacobell,146461,2017-02-05 05:00:00+00
1512569,sonicdrivein,90875,2017-02-05 05:00:00+00
1513472,Dominos,129666,2017-02-05 05:00:00+00
1513546,DunkinDonuts,1604,2017-02-05 05:00:00+00
1513580,McDonalds,10662,2017-02-05 05:00:00+00
1514058,Starbucks,250599,2017-02-05 05:00:00+00
1515777,burgerking,36324,2017-02-06 05:00:00+00
1516043,PizzaHut,3245,2017-02-06 05:00:00+00
1516054,KFC,37655,2017-02-06 05:00:00+00
1516060,tacobell,126446,2017-02-06 05:00:00+00
1516355,wendys,66181,2017-02-06 05:00:00+00
1517151,sonicdrivein,91008,2017-02-06 05:00:00+00
1517528,chipotle,26999,2017-02-06 05:00:00+00
1517628,McDonalds,10814,2017-02-06 05:00:00+00
1517643,Dominos,118428,2017-02-06 05:00:00+00
1517823,DunkinDonuts,1735,2017-02-06 05:00:00+00
1517862,Starbucks,178672,2017-02-06 05:00:00+00
1518196,burgerking,36324,2017-02-07 05:00:00+00
1518261,sonicdrivein,74101,2017-02-07 05:00:00+00
1518601,DunkinDonuts,1695,2017-02-07 05:00:00+00
1518698,wendys,76893,2017-02-07 05:00:00+00
1518711,McDonalds,10627,2017-02-07 05:00:00+00
1520679,Dominos,118756,2017-02-07 05:00:00+00
1521122,Starbucks,178672,2017-02-07 05:00:00+00
1521764,PizzaHut,3245,2017-02-07 05:00:00+00
1521991,KFC,37655,2017-02-07 05:00:00+00
1522121,chipotle,32773,2017-02-07 05:00:00+00
1522143,tacobell,107849,2017-02-07 05:00:00+00
1522289,burgerking,112581,2017-02-08 05:00:00+00
1522431,sonicdrivein,42513,2017-02-08 05:00:00+00
1523100,DunkinDonuts,1695,2017-02-08 05:00:00+00
1523274,wendys,86563,2017-02-08 05:00:00+00
1523326,McDonalds,10855,2017-02-08 05:00:00+00
1524015,Dominos,119741,2017-02-08 05:00:00+00
1525201,chipotle,124796,2017-02-08 05:00:00+00
1525665,Starbucks,197744,2017-02-08 05:00:00+00
1525817,KFC,41057,2017-02-08 05:00:00+00
1526049,tacobell,86469,2017-02-08 05:00:00+00
1526329,PizzaHut,3289,2017-02-08 05:00:00+00
1527812,PizzaHut,3386,2017-02-09 05:00:00+00
1527903,KFC,44023,2017-02-09 05:00:00+00
1527922,tacobell,55659,2017-02-09 05:00:00+00
1527956,chipotle,136340,2017-02-09 05:00:00+00
1528019,burgerking,156038,2017-02-09 05:00:00+00
1528048,sonicdrivein,7258,2017-02-09 05:00:00+00
1528630,McDonalds,11197,2017-02-09 05:00:00+00
1528680,DunkinDonuts,1547,2017-02-09 05:00:00+00
1529325,Starbucks,319612,2017-02-09 05:00:00+00
1530103,wendys,82238,2017-02-09 05:00:00+00
1530404,Dominos,117234,2017-02-09 05:00:00+00
1530637,chipotle,132851,2017-02-10 05:00:00+00
1530713,tacobell,44611,2017-02-10 05:00:00+00
1530759,KFC,38268,2017-02-10 05:00:00+00
1530992,PizzaHut,3549,2017-02-10 05:00:00+00
1531687,Starbucks,397263,2017-02-10 05:00:00+00
1533501,Dominos,115368,2017-02-10 05:00:00+00
1534035,wendys,81595,2017-02-10 05:00:00+00
1534054,McDonalds,12017,2017-02-10 05:00:00+00
1534187,DunkinDonuts,1436,2017-02-10 05:00:00+00
1534504,sonicdrivein,5961,2017-02-10 05:00:00+00
1534573,burgerking,203656,2017-02-10 05:00:00+00
1534585,burgerking,203656,2017-02-11 05:00:00+00
1534903,chipotle,132639,2017-02-11 05:00:00+00
1535039,tacobell,37848,2017-02-11 05:00:00+00
1535141,KFC,38268,2017-02-11 05:00:00+00
1535614,PizzaHut,3549,2017-02-11 05:00:00+00
1536491,DunkinDonuts,1436,2017-02-11 05:00:00+00
1537012,Starbucks,397263,2017-02-11 05:00:00+00
1537625,Dominos,111750,2017-02-11 05:00:00+00
1537723,sonicdrivein,5961,2017-02-11 05:00:00+00
1538428,wendys,83939,2017-02-11 05:00:00+00
1538514,McDonalds,15550,2017-02-11 05:00:00+00
1538700,Dominos,112495,2017-02-12 05:00:00+00
1538745,burgerking,207099,2017-02-12 05:00:00+00
1539383,sonicdrivein,4704,2017-02-12 05:00:00+00
1540920,wendys,83939,2017-02-12 05:00:00+00
1541319,Starbucks,471300,2017-02-12 05:00:00+00
1541640,DunkinDonuts,1430,2017-02-12 05:00:00+00
1542014,chipotle,132639,2017-02-12 05:00:00+00
1542027,tacobell,37848,2017-02-12 05:00:00+00
1542037,KFC,31289,2017-02-12 05:00:00+00
1542083,PizzaHut,3566,2017-02-12 05:00:00+00
1542714,McDonalds,15550,2017-02-12 05:00:00+00
1543135,McDonalds,17156,2017-02-13 05:00:00+00
1543320,DunkinDonuts,1368,2017-02-13 05:00:00+00
1543925,wendys,82077,2017-02-13 05:00:00+00
1545697,PizzaHut,3386,2017-02-13 05:00:00+00
1545779,Dominos,112495,2017-02-13 05:00:00+00
1545889,KFC,25532,2017-02-13 05:00:00+00
1545929,tacobell,43927,2017-02-13 05:00:00+00
1545981,chipotle,132231,2017-02-13 05:00:00+00
1546052,burgerking,214762,2017-02-13 05:00:00+00
1546179,sonicdrivein,5229,2017-02-13 05:00:00+00
1546312,Starbucks,518310,2017-02-13 05:00:00+00
1547110,tacobell,47499,2017-02-14 05:00:00+00
1547563,chipotle,125137,2017-02-14 05:00:00+00
1547595,McDonalds,19205,2017-02-14 05:00:00+00
1547983,DunkinDonuts,1539,2017-02-14 05:00:00+00
1548043,Dominos,146197,2017-02-14 05:00:00+00
1548068,burgerking,150986,2017-02-14 05:00:00+00
1549085,sonicdrivein,5804,2017-02-14 05:00:00+00
1549174,wendys,79516,2017-02-14 05:00:00+00
1550128,Starbucks,586119,2017-02-14 05:00:00+00
1550232,PizzaHut,3370,2017-02-14 05:00:00+00
1550985,KFC,20578,2017-02-14 05:00:00+00
1551117,Dominos,175322,2017-02-15 05:00:00+00
1551443,wendys,83909,2017-02-15 05:00:00+00
1552234,Starbucks,586119,2017-02-15 05:00:00+00
1552883,DunkinDonuts,1657,2017-02-15 05:00:00+00
1552984,McDonalds,19973,2017-02-15 05:00:00+00
1553528,sonicdrivein,5842,2017-02-15 05:00:00+00
1553597,burgerking,150986,2017-02-15 05:00:00+00
1553625,chipotle,35218,2017-02-15 05:00:00+00
1553656,tacobell,52221,2017-02-15 05:00:00+00
1553675,KFC,20578,2017-02-15 05:00:00+00
1553765,PizzaHut,3370,2017-02-15 05:00:00+00
1555615,Dominos,209399,2017-02-16 05:00:00+00
1555737,DunkinDonuts,1657,2017-02-16 05:00:00+00
1556761,Starbucks,546762,2017-02-16 05:00:00+00
1557497,sonicdrivein,5842,2017-02-16 05:00:00+00
1557913,burgerking,124632,2017-02-16 05:00:00+00
1557960,McDonalds,19973,2017-02-16 05:00:00+00
1558083,chipotle,24662,2017-02-16 05:00:00+00
1558277,tacobell,58433,2017-02-16 05:00:00+00
1558396,KFC,20624,2017-02-16 05:00:00+00
1558562,wendys,83909,2017-02-16 05:00:00+00
1558929,PizzaHut,3461,2017-02-16 05:00:00+00
1559971,Starbucks,486684,2017-02-17 05:00:00+00
1560104,sonicdrivein,15673,2017-02-17 05:00:00+00
1560250,burgerking,109372,2017-02-17 05:00:00+00
1560302,chipotle,24662,2017-02-17 05:00:00+00
1560369,tacobell,58433,2017-02-17 05:00:00+00
1560409,KFC,22169,2017-02-17 05:00:00+00
1560584,PizzaHut,3461,2017-02-17 05:00:00+00
1561851,Dominos,209399,2017-02-17 05:00:00+00
1562362,wendys,92188,2017-02-17 05:00:00+00
1562969,DunkinDonuts,1794,2017-02-17 05:00:00+00
1563184,McDonalds,20262,2017-02-17 05:00:00+00
1563889,PizzaHut,3732,2017-02-18 05:00:00+00
1564269,wendys,101414,2017-02-18 05:00:00+00
1564427,KFC,25283,2017-02-18 05:00:00+00
1564539,tacobell,50166,2017-02-18 05:00:00+00
1564720,chipotle,24559,2017-02-18 05:00:00+00
1564789,burgerking,107109,2017-02-18 05:00:00+00
1564969,McDonalds,17682,2017-02-18 05:00:00+00
1564975,Dominos,251622,2017-02-18 05:00:00+00
1565322,sonicdrivein,22965,2017-02-18 05:00:00+00
1566138,Starbucks,426363,2017-02-18 05:00:00+00
1567166,DunkinDonuts,1990,2017-02-18 05:00:00+00
1568789,Starbucks,426363,2017-02-19 05:00:00+00
1568933,DunkinDonuts,1990,2017-02-19 05:00:00+00
1569480,burgerking,102596,2017-02-19 05:00:00+00
1569592,Dominos,251622,2017-02-19 05:00:00+00
1569651,McDonalds,17682,2017-02-19 05:00:00+00
1569982,PizzaHut,3732,2017-02-19 05:00:00+00
1570001,KFC,25283,2017-02-19 05:00:00+00
1570007,tacobell,50166,2017-02-19 05:00:00+00
1570012,chipotle,24559,2017-02-19 05:00:00+00
1570586,wendys,101414,2017-02-19 05:00:00+00
1571392,sonicdrivein,22965,2017-02-19 05:00:00+00
1571936,burgerking,76687,2017-02-20 05:00:00+00
1572504,Dominos,264007,2017-02-20 05:00:00+00
1573117,Starbucks,369115,2017-02-20 05:00:00+00
1573443,DunkinDonuts,2055,2017-02-20 05:00:00+00
1573711,wendys,107561,2017-02-20 05:00:00+00
1574017,sonicdrivein,22739,2017-02-20 05:00:00+00
1574518,chipotle,24880,2017-02-20 05:00:00+00
1574523,tacobell,47313,2017-02-20 05:00:00+00
1574651,KFC,26957,2017-02-20 05:00:00+00
1574920,PizzaHut,3867,2017-02-20 05:00:00+00
1575311,McDonalds,17073,2017-02-20 05:00:00+00
1576462,sonicdrivein,23247,2017-02-21 05:00:00+00
1576975,burgerking,53618,2017-02-21 05:00:00+00
1578457,PizzaHut,4053,2017-02-21 05:00:00+00
1578590,KFC,27501,2017-02-21 05:00:00+00
1578663,tacobell,45985,2017-02-21 05:00:00+00
1578668,chipotle,25292,2017-02-21 05:00:00+00
1579064,wendys,114703,2017-02-21 05:00:00+00
1579416,Dominos,281190,2017-02-21 05:00:00+00
1579586,McDonalds,16466,2017-02-21 05:00:00+00
1579988,DunkinDonuts,1964,2017-02-21 05:00:00+00
1579994,Starbucks,287322,2017-02-21 05:00:00+00
1580283,wendys,119624,2017-02-22 05:00:00+00
1580872,KFC,25126,2017-02-22 05:00:00+00
1581090,DunkinDonuts,1933,2017-02-22 05:00:00+00
1581365,Dominos,256266,2017-02-22 05:00:00+00
1581366,Starbucks,210372,2017-02-22 05:00:00+00
1581445,tacobell,47132,2017-02-22 05:00:00+00
1581489,chipotle,25557,2017-02-22 05:00:00+00
1583450,sonicdrivein,23442,2017-02-22 05:00:00+00
1583709,McDonalds,15971,2017-02-22 05:00:00+00
1583713,PizzaHut,4025,2017-02-22 05:00:00+00
1583856,burgerking,31752,2017-02-22 05:00:00+00
1584615,McDonalds,18578,2017-02-23 05:00:00+00
1585157,PizzaHut,4315,2017-02-23 05:00:00+00
1585426,KFC,25526,2017-02-23 05:00:00+00
1585571,tacobell,42812,2017-02-23 05:00:00+00
1585583,chipotle,24763,2017-02-23 05:00:00+00
1586080,sonicdrivein,14570,2017-02-23 05:00:00+00
1586383,wendys,114544,2017-02-23 05:00:00+00
1586797,Dominos,214250,2017-02-23 05:00:00+00
1586821,DunkinDonuts,1946,2017-02-23 05:00:00+00
1586924,Starbucks,139057,2017-02-23 05:00:00+00
1588173,burgerking,10572,2017-02-23 05:00:00+00
1588546,sonicdrivein,7913,2017-02-24 05:00:00+00
1588725,burgerking,10314,2017-02-24 05:00:00+00
1589264,PizzaHut,4408,2017-02-24 05:00:00+00
1589313,KFC,26322,2017-02-24 05:00:00+00
1589339,tacobell,29625,2017-02-24 05:00:00+00
1589341,chipotle,22603,2017-02-24 05:00:00+00
1589533,Dominos,181297,2017-02-24 05:00:00+00
1589668,McDonalds,18971,2017-02-24 05:00:00+00
1589820,DunkinDonuts,1860,2017-02-24 05:00:00+00
1590245,Starbucks,147295,2017-02-24 05:00:00+00
1590740,wendys,100830,2017-02-24 05:00:00+00
1592653,burgerking,10733,2017-02-25 05:00:00+00
1592944,sonicdrivein,7611,2017-02-25 05:00:00+00
1593242,Dominos,129887,2017-02-25 05:00:00+00
1593272,PizzaHut,4017,2017-02-25 05:00:00+00
1593839,McDonalds,17870,2017-02-25 05:00:00+00
1594117,wendys,98679,2017-02-25 05:00:00+00
1594388,Starbucks,176305,2017-02-25 05:00:00+00
1594974,KFC,26149,2017-02-25 05:00:00+00
1595754,DunkinDonuts,1650,2017-02-25 05:00:00+00
1596553,chipotle,21084,2017-02-25 05:00:00+00
1596588,tacobell,30758,2017-02-25 05:00:00+00
1596845,KFC,26149,2017-02-26 05:00:00+00
1597032,Starbucks,176305,2017-02-26 05:00:00+00
1597249,PizzaHut,4017,2017-02-26 05:00:00+00
1597793,sonicdrivein,7106,2017-02-26 05:00:00+00
1598130,DunkinDonuts,1650,2017-02-26 05:00:00+00
1598744,burgerking,10471,2017-02-26 05:00:00+00
1599195,Dominos,109169,2017-02-26 05:00:00+00
1599532,wendys,98642,2017-02-26 05:00:00+00
1599634,McDonalds,17870,2017-02-26 05:00:00+00
1600754,chipotle,21084,2017-02-26 05:00:00+00
1600767,tacobell,29845,2017-02-26 05:00:00+00
1600836,Starbucks,194993,2017-02-27 05:00:00+00
1601292,DunkinDonuts,1637,2017-02-27 05:00:00+00
1601759,wendys,92997,2017-02-27 05:00:00+00
1602167,chipotle,20475,2017-02-27 05:00:00+00
1602173,tacobell,29461,2017-02-27 05:00:00+00
1602248,KFC,23673,2017-02-27 05:00:00+00
1602387,PizzaHut,3847,2017-02-27 05:00:00+00
1602849,Dominos,109169,2017-02-27 05:00:00+00
1603908,burgerking,10853,2017-02-27 05:00:00+00
1604378,sonicdrivein,5638,2017-02-27 05:00:00+00
1604699,McDonalds,17925,2017-02-27 05:00:00+00
1605176,DunkinDonuts,1623,2017-02-28 05:00:00+00
1606036,KFC,25685,2017-02-28 05:00:00+00
1606326,PizzaHut,3783,2017-02-28 05:00:00+00
1606997,burgerking,11723,2017-02-28 05:00:00+00
1607916,tacobell,27964,2017-02-28 05:00:00+00
1608128,McDonalds,17603,2017-02-28 05:00:00+00
1608174,Starbucks,209368,2017-02-28 05:00:00+00
1608389,sonicdrivein,4806,2017-02-28 05:00:00+00
1608741,wendys,87037,2017-02-28 05:00:00+00
1608790,chipotle,15806,2017-02-28 05:00:00+00
1608810,Dominos,87515,2017-02-28 05:00:00+00
1609145,tacobell,28096,2017-03-01 05:00:00+00
1609159,chipotle,15171,2017-03-01 05:00:00+00
1609539,Dominos,90028,2017-03-01 05:00:00+00
1610145,McDonalds,11527,2017-03-01 05:00:00+00
1610369,wendys,78452,2017-03-01 05:00:00+00
1611177,burgerking,13845,2017-03-01 05:00:00+00
1611824,DunkinDonuts,1659,2017-03-01 05:00:00+00
1612135,sonicdrivein,230852,2017-03-01 05:00:00+00
1612648,PizzaHut,3648,2017-03-01 05:00:00+00
1612899,Starbucks,365743,2017-03-01 05:00:00+00
1613069,KFC,26673,2017-03-01 05:00:00+00
1613532,chipotle,16809,2017-03-02 05:00:00+00
1613677,wendys,74669,2017-03-02 05:00:00+00
1613692,Dominos,96827,2017-03-02 05:00:00+00
1613906,tacobell,27493,2017-03-02 05:00:00+00
1614023,sonicdrivein,380100,2017-03-02 05:00:00+00
1614404,McDonalds,10722,2017-03-02 05:00:00+00
1614873,Starbucks,434954,2017-03-02 05:00:00+00
1615406,burgerking,14396,2017-03-02 05:00:00+00
1616053,PizzaHut,3607,2017-03-02 05:00:00+00
1616301,KFC,26722,2017-03-02 05:00:00+00
1617251,DunkinDonuts,1782,2017-03-02 05:00:00+00
1617514,McDonalds,10389,2017-03-03 05:00:00+00
1618172,PizzaHut,3672,2017-03-03 05:00:00+00
1618212,KFC,25163,2017-03-03 05:00:00+00
1618236,tacobell,37599,2017-03-03 05:00:00+00
1618237,chipotle,18096,2017-03-03 05:00:00+00
1618485,DunkinDonuts,1815,2017-03-03 05:00:00+00
1618953,Starbucks,567484,2017-03-03 05:00:00+00
1619332,wendys,71765,2017-03-03 05:00:00+00
1620867,sonicdrivein,458620,2017-03-03 05:00:00+00
1621545,burgerking,54374,2017-03-03 05:00:00+00
1621597,Dominos,102507,2017-03-03 05:00:00+00
1621906,Starbucks,642022,2017-03-04 05:00:00+00
